"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Feedback","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Feedback","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Feedback","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Feedback","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","123","0","0","0","0","0","123","123","0","0","123","123","123","123","123","0","0","0","0","0","0","123","123","123","123","123","123","123","123","123","123","0","123","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","793948","418995","NA","8910","NA","414709","795557","794045","8910","NA","796557","731289","796559","769219","783439","7225","7513","7729","8097","6056","2752","798059","732292","798061","770722","784941","798062","800167","NA","800064","800267","4681","793948","622249","NA","211978","NA","2752","Hommel2002EXP01","0","56003","28","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","124","0","0","0","0","0","124","124","0","0","124","124","124","124","124","0","0","0","0","0","0","124","124","124","124","124","124","124","124","124","124","0","124","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","801041","418995","NA","8910","NA","414709","802707","801205","8910","NA","803707","731289","796559","769219","803709","7225","7513","7729","8097","6056","2752","804710","732292","798061","770722","804712","804713","806817","NA","806715","806917","4681","801041","622249","NA","211978","NA","2752","Hommel2002EXP01","0","58003","29","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","z","1","NA","NA","1","1","NA","1","NA","125","0","0","0","0","0","125","125","0","0","125","125","125","125","125","0","0","0","0","0","0","125","125","125","125","125","125","125","125","125","125","0","125","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","807673","418995","NA","8910","NA","414709","809276","807758","8910","NA","810277","810279","796559","769219","803709","7225","7513","7729","8097","6056","2752","810280","810282","798061","770722","804712","810282","812387","NA","812285","812487","4681","807673","622249","NA","211978","NA","2752","Hommel2002EXP01","0","60004","30","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","red","yellow","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","126","0","0","0","0","0","126","126","0","0","126","126","126","126","126","0","0","0","0","0","0","126","126","126","126","126","126","126","126","126","126","0","126","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","813246","418995","NA","8910","NA","414709","814864","813347","8910","NA","815864","810279","796559","815866","803709","7225","7513","7729","8097","6056","2752","816867","810282","798061","816869","804712","816870","818974","NA","818872","819074","4681","813246","622249","NA","211978","NA","2752","Hommel2002EXP01","0","62004","31","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","/","1","NA","NA","1","1","NA","1","NA","127","0","0","0","0","0","127","127","0","0","127","127","127","127","127","0","0","0","0","0","0","127","127","127","127","127","127","127","127","127","127","0","127","1","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","622249","NA","NA","211978","NA","NA","NA","NA","819843","418995","NA","8910","NA","414709","821471","819956","8910","NA","822472","810279","796559","822474","803709","7225","7513","7729","8097","6056","2752","822975","810282","798061","822977","804712","822978","825082","NA","824980","825182","4681","819843","622249","NA","211978","NA","2752","Hommel2002EXP01","0","64004","32","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","z","2","NA","NA","1","2","NA","1","NA","128","0","0","0","0","0","128","128","0","0","128","128","128","128","128","0","0","0","0","0","0","128","128","128","128","128","128","128","128","128","128","0","128","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","825922","418995","NA","8910","NA","414709","827563","826045","8910","NA","828563","810279","828565","822474","803709","7225","7513","7729","8097","6056","2752","829065","810282","829068","822977","804712","829068","831172","NA","831070","831272","4681","825922","825219","NA","211978","NA","2752","Hommel2002EXP01","0","2000","1","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","z","2","NA","NA","1","2","NA","1","NA","129","0","0","0","0","0","129","129","0","0","129","129","129","129","129","0","0","0","0","0","0","129","129","129","129","129","129","129","129","129","129","0","129","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","832001","418995","NA","8910","NA","414709","833637","832120","8910","NA","834637","834639","828565","822474","803709","7225","7513","7729","8097","6056","2752","836139","836142","829068","822977","804712","836142","838246","NA","838144","838346","4681","832001","825219","NA","211978","NA","2752","Hommel2002EXP01","0","4000","2","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","yellow","blue","legacy","0","uniform","0","0","/","2","NA","NA","1","2","NA","1","NA","130","0","0","0","0","0","130","130","0","0","130","130","130","130","130","0","0","0","0","0","0","130","130","130","130","130","130","130","130","130","130","0","130","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","839126","418995","NA","8910","NA","414709","840770","839268","8910","NA","841770","834639","828565","822474","841772","7225","7513","7729","8097","6056","2752","843272","836142","829068","822977","843274","843275","845379","NA","845277","845479","4681","839126","825219","NA","211978","NA","2752","Hommel2002EXP01","0","6000","3","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","red","blue","legacy","0","uniform","0","0","z","2","NA","NA","1","2","NA","1","NA","131","0","0","0","0","0","131","131","0","0","131","131","131","131","131","0","0","0","0","0","0","131","131","131","131","131","131","131","131","131","131","0","131","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","846279","418995","NA","8910","NA","414709","847871","846355","8910","NA","848871","848873","828565","822474","841772","7225","7513","7729","8097","6056","2752","848874","848876","829068","822977","843274","848877","850981","NA","850879","851081","4681","846279","825219","NA","211978","NA","2752","Hommel2002EXP01","0","8000","4","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","/","2","NA","NA","1","2","NA","1","NA","132","0","0","0","0","0","132","132","0","0","132","132","132","132","132","0","0","0","0","0","0","132","132","132","132","132","132","132","132","132","132","0","132","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","851850","418995","NA","8910","NA","414709","853465","851949","8910","NA","854465","848873","828565","854467","841772","7225","7513","7729","8097","6056","2752","854468","848876","829068","854470","843274","854471","856575","NA","856473","856675","4681","851850","825219","NA","211978","NA","2752","Hommel2002EXP01","0","10000","5","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","blue","yellow","legacy","0","uniform","0","0","/","2","NA","NA","1","2","NA","1","NA","133","0","0","0","0","0","133","133","0","0","133","133","133","133","133","0","0","0","0","0","0","133","133","133","133","133","133","133","133","133","133","0","133","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","857410","418995","NA","8910","NA","414709","859039","857522","8910","NA","860039","848873","828565","860041","841772","7225","7513","7729","8097","6056","2752","861042","848876","829068","861044","843274","861045","863149","NA","863047","863249","4681","857410","825219","NA","211978","NA","2752","Hommel2002EXP01","0","12000","6","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","0","0","z","2","NA","NA","1","2","NA","1","NA","134","0","0","0","0","0","134","134","0","0","134","134","134","134","134","0","0","0","0","0","0","134","134","134","134","134","134","134","134","134","134","0","134","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","863961","418995","NA","8910","NA","414709","865593","864077","8910","NA","866593","866595","828565","860041","841772","7225","7513","7729","8097","6056","2752","866596","866598","829068","861044","843274","866598","868703","NA","868601","868803","4681","863961","825219","NA","211978","NA","2752","Hommel2002EXP01","0","14001","7","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","green","red","legacy","0","uniform","0","0","/","2","NA","NA","1","2","NA","1","NA","135","0","0","0","0","0","135","135","0","0","135","135","135","135","135","0","0","0","0","0","0","135","135","135","135","135","135","135","135","135","135","0","135","2","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","825219","NA","NA","211978","NA","NA","NA","NA","869538","418995","NA","8910","NA","414709","871183","869668","8910","NA","872183","866595","828565","872185","841772","7225","7513","7729","8097","6056","2752","872686","866598","829068","872688","843274","872689","874793","NA","874691","874893","4681","869538","825219","NA","211978","NA","2752","Hommel2002EXP01","0","16001","8","yes","1024"
